_id,chapter,question,answer,bookmark,bookinAll,bookTime,rese
1277,12,Reasons for Metabolic/respiratory shock: ,"Disturbance in oxygen diffusion, carrying, off-loading or use by the cells",0,0,,
1278,12,Reasons for obstructive shock: ,"From tension pneumothorax, pulmonic embolism, or pericardial tamponade",0,0,,
1279,12,Red blood cells: ,Hold hemoglobin which carries oxygen to cells ,0,0,,
1280,12,Respiratory distress: ,"Increased effort of breathing, resulting from impaired respiratory function",0,0,,
1281,12,"Respiratory rates for adults, children, and infants: ",Adult: 12 to 20 breaths a minute.  Child: 15 to 30 breaths a minute.  Infant: 25 to 50 breaths a minute,0,0,,
1282,12,Return of spontaneous circulation (ROSC): ,Spontaneous pulses returning during resuscitation efforts,0,0,,
1283,12,Rhonchi: ,"Sounds that resemble snoring;  they occur when air is blocked or becomes rough through the large airways, usually by thick mucus secretions",0,0,,
1284,12,Septic shock:,"A type of distributive shock caused by an infection that releases bacteria or toxins into the blood, causing permeability of capillaries and fluid loss",0,0,,
1285,12,Shock: ,"Inadequate tissue perfusion, often referred to as hypoperfusion;  any time there is insufficient supply of oxygen and other nutrients to the body cells resulting from inadequate circulation of blood",0,0,,
1286,12,Should you provide artificial ventilation in this patient? ,If it's even a question you should! Aggressively manage the airway. ,0,0,,
1287,12,Signs and symptoms of shock: ,"Rapid and weak pulse; Pale or cyanotic skin; Cool, clammy skin; Rapid, shallow breathing; Restlessness and anxiety; Mental dullness or confusion; Nausea, vomiting, and thirst; and Low or decreased blood pressure (late sign) ",0,0,,
1288,12,Signs of cardiac compromise: ,"Squeezing dull pain, Sudden onset of sweating, Difficulty breathing, Anxiety or irritability, Feeling of impending doom, Abnormal or irregular pulse rate, Discomfort in the abdomen, and Nausea or vomiting. ",0,0,,
1289,12,Skin tone of someone hypo perfused,"Pale, cool, diaphoretic",0,0,,
1290,12,Snoring or gurgling indicates,Possible airway obstruction,0,0,,
1291,12,"Someone using CPAP that starts to deteriorate mentally, you should:",Remove the CPAP immediately and initiate positive pressure ventilation via BVM with high flow O2. ,0,0,,
1292,12,Stable angina pectoris: ,Chest pain that is due to increased oxygen demands placed on the heart that goes away with rest or nitroglycerin,0,0,,
1293,12,Stridor: ,A wheeze-like sound heard when a person exhales;  usually due to a blockage of airflow in the windpipe (trachea) or in the back of the throat,0,0,,
1294,12,stroke volume ,the amount of blood ejected from the heart in one contraction,0,0,,
1295,12,systemic vascular resistance ,the pressure in the peripheral blood vessels that the heart must overcome in order to pump blood into the system,0,0,,
1296,12,systolic blood pressure ,the pressure created in the arteries when the left ventricle contracts and forces blood out into circulation,0,0,,
1297,12,Systolic blood pressure: ,The larger number in the BP;  the measurement of the pressure in the artery when the ventricles are contracting,0,0,,
1298,12,The condition of excessive fluid buildup in the lungs because of the inadequate pumping of the heart is called ,CHF,0,0,,
1299,12,The difference between arteriosclerosis and atherosclerosis?,"arteriosclerosis is caused by calcium deposits on the artery walls, atherosclerosis is caused by the build up of lipids",0,0,,
1300,12,The difference between left and right sided heart failure,"Lt = pulmonary edema, Rt = Pedal edema. ",0,0,,
1301,12,The most important factor in determining survivabilty in a cardiac arrest patient. ,Early defibrillation,0,0,,
1302,12,The route that blood takes through the chambers of the heart:,"Right atrium, right ventricle to the lungs.  Left atrium, left ventricle to the body, and back.",0,0,,
1303,12,The route that blood takes through the valves of the heart:,"TPBA: Tricuspid, Pulmonary, to the lungs.  Bicuspid, Aortic, to the body, and back again",0,0,,
1304,12,Three components that make up a clot: ,Platelets: disk shaped cell fragments.  Thrombin: a protein responsible for activating the formation of a clot.  Fibrin: strands responsible for making the clot stronger.  ,0,0,,
1305,12,Thrombus: ,Another name for a clot,0,0,,
1306,12,Tripod position: ,"A position in which the patient sits upright, leans slightly forward, and supports the body with the arms in front and elbows locked;  typically means that the patient is in respiratory distress",0,0,,
1307,12,Unstable angina pectoris: ,"Angina pectoris means chest pain, usually due to increased oxygen demands placed on the heart. If the pain continues with rest and nitroglycerin, it is termed unstable. ",0,0,,
1308,12,vein ,any blood vessel returning blood to the heart,0,0,,
1309,12,Venae cavae:,The two major veins that carry oxygen-depleted and carbon dioxide-rich blood back to the heart for transport out to the lungs,0,0,,
1310,12,ventricles ,the two lower chambers of the heart. There is a right ventricle and a left ventricle.,0,0,,
1311,12,Ventricular fibrillation: ,"A chaotic, electrical rhythm in the ventricles where there is no contraction, or blood pumping;  a lethal rhythm. ",0,0,,
1312,12,Ventricular tachycardia: ,Three or more heart beats in a row at 100 beats or more per minute originating in the ventricles and overriding the normal pacemaker in the heart;  a pulse may or may not be present,0,0,,
1313,12,Venule:,The smallest type of vein that goes from the capillaries and connects to veins,0,0,,
1314,12,What causes coronary artery disease?,"fatty deposits build-up on the inner walls of the arteries restricting the flow of blood, the arteries harden and can formulate blood clots which cause blockage cutting off oxygen which can result in a heart attack or stroke",0,0,,
1315,12,What factors increase a persons risk of CAD?,"age, heredity, hypertension, obesity, lack of exercise, elevated blood levels of cholesterol, smoking",0,0,,
1316,12,Wheezing: ,High-pitched sounds produced by narrowed airways; they can be heard when a person exhales;  wheezing and other abnormal sounds can sometimes be heard without a stethoscope,0,0,,
1317,12,White blood cells: ,Cells in the blood that fight against infection,0,0,,
1318,13,3 effects of intracranial pressure on vital signs ,"bradycardia, irregular breathing, hypertension",0,0,,
1319,13,"A thrombus which has broken loose, moving with blood flow, is called ",an embolism,0,0,,
1320,13,A weakened section of an arterial wall that begins to dilate is known as a(n) ,aneurysm,0,0,,
1321,13,delirium ,"sudden onset altered mental status that may involve illusions, disjointed thought processes, incoherent speech, and increased or decreased psychomotor activity",0,0,,
1322,13,dementia ,chronic condition resulting in the malfunctioning of normal cerebral processes,0,0,,
1323,14,hypersensitivity ,an exaggerated response by the immune system to a particular substance,0,0,,
1324,14,source of infection ,an individual or object from which an infection is actually acquired,0,0,,
1325,15,absorbed poison ,usually a chemical or substance from a poisonous plant that enters through the skin,0,0,,
1326,15,absorption ,passage of a substance through skin or mucous membranes upon contact,0,0,,
1327,15,activated charcoal ,a distilled charcoal in powder form that can adsorb many times its weight in contaminants to prevent their absorption by the body,0,0,,
1328,15,Activated Charcoal: Contraindications ,"Poor LOC, vomiting",0,0,,
1329,15,Activated Charcoal: Dosage ,"1 g/kg of body weight, adults usually 25-50g, children 12.5-25g",0,0,,
1330,15,Activated Charcoal: Side Effects ,"Constipation, nausea, vomiting, bowel obstruction",0,0,,
1331,15,allergen ,"a substance that enters the body by ingestion, injection, inhalation, or absorption and triggers an allergic reaction",0,0,,
1332,15,allergic reaction ,a misdirected and excessive response by the immune system to a foreign substance or an allergen,0,0,,
1333,15,alpha radiation ,a very heavy and slow moving particle that travels only inches in air and is stopped by clothing or the outer layer of the skin,0,0,,
1334,15,anaphylactic reaction ,"a reactive release of chemical mediators that produce bronchoconstriction, vasodilation, capillary permeability, and increased mucus production leading to airway and respiratory compromise and hypoperfusion",0,0,,
1335,15,anaphylactoid reaction ,"a reaction to a foreign substance that resembles an anaphylactic reaction that may occur on first exposure to the substance, without immune system sensitization",0,0,,
1336,15,anaphylaxis ,another term for anaphylactic reaction,0,0,,
1337,15,antidote ,a substance that neutralizes the effects of a poison or a toxic substance,0,0,,
1338,15,antigen ,a foreign substance that enters the body and triggers an immune response,0,0,,
1339,15,convulsion ,unresponsiveness accompanied by a generalized jerky muscle movement affecting the entire body,0,0,,
1340,15,cyanide ,"a rapid acting agent that disrupts the ability of the cell to use oxygen, leading to severe cellular hypoxia and eventual death",0,0,,
1341,15,incubation period ,The time between exposure to a disease pathogen and the appearance of the first signs or symptoms,0,0,,
1342,15,Not all poisons are toxins. Toxins are poisons that are ,produced by living organisms,0,0,,
1343,15,pathogen ,A disease causing agent,0,0,,
1344,15,pathogens ,"the organisms that cause infection, such as viruses and bacteria",0,0,,
1345,15,period of communicability ,time during which an infectious agent may be transferred directly/indirectly from infected to uninfected,0,0,,
1346,15,reservoir ,"A place where microorganisms survive, multiply, and await transfer to a susceptible host",0,0,,
1347,15,transmission ,An incident in which an infectious disease is transmitted to another person/people.,0,0,,
1348,15,virulence ,THE CAPABILITY OF AN INFECTIOUS AGENT TO PRODUCE DISEASE,0,0,,
1349,16,abdominal cavity ,the space located below the diaphragm that extends to the top of the pelvis,0,0,,
1350,16,abdominal evisceration ,abdominal organ protrusion through an open wound to the abdomen,0,0,,
1351,16,abdominal quadrants ,the four parts of the abdomen as divided by imaginary horizontal and vertical lines through the umbilicus,0,0,,
1352,16,abdominal quadrants ,"four divisions of the abdomen used to pinpoint the location of a pain or injury; RUQ, RLQ, LUQ, and LLQ",0,0,,
1353,16,acute abdomen ,"a sharp, severe abdominal pain with rapid onset, can have a number of different causes",0,0,,
1354,16,acute renal failure (ARF) ,"a rapid loss of renal function that results in poor urine production, electrolyte disturbance, and fluid balance disturbance",0,0,,
1355,16,appendicitis ,inflammation of the appendix,0,0,,
1356,16,appendix ,"a small tube located near the junction of the small and large intestines in the RLQ of the abdomen, the function of which is not well understood. Its inflammation, called appendicitis, is a common cause of abdominal pain",0,0,,
1357,16,bladder ,the round sac-like organ of the renal system used as a reservoir for urine,0,0,,
1358,16,cholecystitis ,inflammation of the gallbladder,0,0,,
1359,16,chronic renal failure (CRF) ,a progressive loss of kidney function over a period of months to years,0,0,,
1360,16,small intestine ,"the muscular tube between the stomach and the large intestine, divided into the duodenum, jejunum, and the ileum, which receives partially digested food from the stomach and continues digestion. Nutrients are absorbed into the body through their walls.",0,0,,
1361,16,spleen ,an organ located in the LUQ of the abdomen that acts as a blood filtration system and a reservoir for reserves of blood,0,0,,
1362,16,ureters ,the tubes connecting the kidneys to the bladder,0,0,,
1363,17,active rewarming ,technique of aggressively applying external sources of heat to a patient to rewarm the body,0,0,,
1364,17,auto-Injector,"a device with a concealed, spring-loaded needle, used for injecting a single dose of medication",0,0,,
1365,17,beta radiation ,"a low-speed, low-energy particle that is easily stopped by 6-10 feet of air, clothing or the first few millimeters of skin",0,0,,
1366,17,biological agents ,agents that are made up of living organisms or the toxins produced by the living organisms that are used as weapons of mass destruction to cause disease in a target population,0,0,,
1367,17,central chemoreceptors ,receptors located in the medulla that are most sensitive to changes in carbon dioxide and the pH,0,0,,
1368,17,contagious ,Capable of being transmitted from one individual to another,0,0,,
1369,17,decontamination ,the removal or cleansing of dangerous chemicals and other dangerous or infectious materials,0,0,,
1370,17,exposure ,"A situation in which a person has had contact with blood, body fluids, tissues, or airborne particles in a manner that suggests disease transmission may occur.",0,0,,
1371,18,agitated delirium ,"a mental and physiologic state of arousal that is usually characterized by extreme strength and endurance, tolerance to pain, hostility, and hyperactive behavior; may result in sudden cardiac death",0,0,,
1372,18,anxiety ,a state of painful uneasiness often characterized by agitation and restlessness,0,0,,
1373,18,aura ,an unusual sensory sensation that may precede a seizure episode by hours or only a few seconds,0,0,,
1374,18,behavioral emergency ,a situation in which a person exhibits abnormal behavior,0,0,,
1375,18,bipolar disorder ,a psychiatric condition characterized by the alteration of moods either rapidly or slowly from periods of mania or hypomania to periods of severe depression,0,0,,
1376,18,defense mechanisms ,psychological coping strategies individuals use to protect themselves form unwanted feelings or thoughts,0,0,,
1377,18,depression ,"one of the most common psychiatric conditions, once characterized by deep feelings of sadness, worthlessness, and discouragement that often do not seem connected to the actual circumstances of the patient's life",0,0,,
1378,19,A normal fetus will develop in:,The uterus,0,0,,
1379,19,"A woman suffering from dizziness, only when she lays on her back is probably suffering from:",Supine hypotensive syndrome,0,0,,
1380,19,Abortion: ,The term for any delivery or removal of a human fetus before it can live on its own,0,0,,
1381,19,abruptio placentae ,the premature separation of the placenta from the uterine wall,0,0,,
1382,19,Abruptio Placentae: ,"A condition in which the placenta detaches prematurely from the walls of the uterus, accompanied by severe abdominal pain",0,0,,
1383,19,afterbirth ,the placenta and other tissues that are expelled after the delivery of the fetus,0,0,,
1384,19,amniotic sac ,a thin transparent membrane that forms the sac that holds the fetus suspended in amniotic fluid,0,0,,
1385,19,Amniotic sac: ,"The membrane that forms a closed, fluid-filled sac around a developing fetus ",0,0,,
1386,19,Amount of fluid in the amniotic sac: ,1 to 2 Liters of fluid ,0,0,,
1387,19,antepartum ,the period of pregnancy prior to the onset of labor,0,0,,
1388,19,Antepartum: ,The period of pregnancy prior to the onset of labor,0,0,,
1389,19,APGAR ,"Appearance, pulse, grimace, activity, respiratory effort",0,0,,
1390,19,APGAR stand for: ,"Appearance (skin color), Pulse rate (heart beat), Grimace (irritability), Activity (muscle tone), Respirations (respiratory effort) ",0,0,,
1391,19,birth defect ,a variation from normal structure or function that is present at birth,0,0,,
1392,19,bloody show ,the mucus and good that are expelled from the vagina as labor begins,0,0,,
1393,19,Bloody show: ,The expulsion of the mucous plug as the cervix dilates; often occurs at the beginning stage of labor,0,0,,
1394,19,bonding ,the sense that needs will be met,0,0,,
1395,19,breech birth ,a common abnormality of delivery in which the fetal buttocks or both lower extremities are low in the uterus and are the first to be delivered,0,0,,
1396,19,Breech presentation: ,Presenting of the baby’s feet or buttocks first in delivery ,0,0,,
1397,19,Cephalic: ,Presentation of the baby’s head first in delivery,0,0,,
1398,19,cervix ,the neck of the uterus,0,0,,
1399,19,crowning ,the stage in delivery when the fetal head presents at the vagina,0,0,,
1400,19,Crowning: ,The stage of labor in which the head of the baby is seen at the vaginal opening ,0,0,,
1401,19,Difference between treatment of a normal birth and that of one involving meconium staining:,"Attempt to suction the nose and mouth of the infant before the shoulders have delivered, and before the infant as taken a spontaneous breath.",0,0,,
1402,19,Eclampsia: ,A condition in which a pregnant woman’s blood pressure suddenly increases and she shows significant water retention and weight gain until the patient experiences seizures ,0,0,,
1403,19,Fallopian tubes: ,"Thin, flexible structures that extend from the uterus to the ovaries",0,0,,
1404,19,Fetus: ,An unborn developing baby,0,0,,
1405,19,First stage of labor: ,Begins with regular contractions of the uterus and continues until the fetus enters the birth canal,0,0,,
1406,19,Full dilation of the cervix occurs in the _______ stage of labor. ,first,0,0,,
1407,19,"If a patient is eight months pregnant, how much blood can she potentially lose before exhibiting signs of shock? ",30-35%,0,0,,
1408,19,infancy ,stage of life from birth to one year,0,0,,
1409,19,Intrapartum: ,The period of time from the onset of labor to the delivery of an infant ,0,0,,
1410,19,Meconium: ,"Fetal stool, which may be present in the amniotic fluid ",0,0,,
1411,19,Minimum BLS precautions in a normal delivery:,"Gloves, eye protection, mask, and gown.",0,0,,
1412,19,Miscarriage: ,Spontaneous delivery of a human fetus before it is able to live on its own ,0,0,,
1413,19,Moro reflex ,"when startled, an infant throws his arms out, spreads his fingers, then grams with his fingers and arms",0,0,,
1414,19,Neonate: ,Typically considered an infant from birth to discharge from the hospital ,0,0,,
1415,19,Nuchal Cord: ,When the umbilical cord wraps around the infant’s head and neck during delivery;  can be a life-threatening event for the child ,0,0,,
1416,19,Number system in APGAR: ,"0 for nothing, 1 for some, 2 for good. ",0,0,,
1417,19,Once the babies feet have been delivered you should:,Lay the baby on his side with his head slightly lower than his torso. ,0,0,,
1418,19,Order of neonatal stimulation post birth:,"Drying, warming, suctioning, stimulation, blow by oxygen, positive pressure ventilation, and CPR.",0,0,,
1419,19,Ovaries: ,Female sex glands or gonads ,0,0,,
1420,19,palmar reflex ,"when you place your finger in an infant's palm, he will grasp it",0,0,,
1421,19,Perineum: ,The area of skin between the woman’s vagina and anus; can rip and bleed profusely during the birthing process,0,0,,
1422,19,Placement of the umbilical clamp after the baby has been birthed?,6 inches is recommended,0,0,,
1423,19,Placenta privia:,A condition in which the placenta has implanted low in the uterus or over the cervical opening,0,0,,
1424,19,Placenta: ,The fetal and maternal organ through which the fetus absorbs oxygen and nutrients and excretes waste; attached through the umbilical cord ,0,0,,
1425,19,Postmaturity syndrome: ,When gestation has gone beyond 42 weeks and leads to reduced oxygen and nutrient delivery to the fetus ,0,0,,
1426,19,Postpartum hemorrhage: ,The loss of greater than 500 mL of blood following delivery,0,0,,
1427,19,Postpartum: ,The period of time after the delivery of the infant ,0,0,,
1428,19,Precipitous deliver: ,The delivery of a fetus in under 3 hours from the onset of labor ,0,0,,
1429,19,Preeclampsia: ,A condition in which a pregnant woman’s blood pressure suddenly increases and she shows significant water retention and weight gain ,0,0,,
1430,19,Pregnancy-induced hypertension (PIH): ,An onset of high blood pressure brought on by pregnancy,0,0,,
1431,19,"Prior to delivery, if the mother is in the supine position, she may develop dizziness and a drop in blood pressure. This is called: ",supine hypotensive syndrome,0,0,,
1432,19,Prolapsed cord: ,Situation in which the umbilical cord delivers through the vagina before any other presenting part ,0,0,,
1433,19,Provide artificial ventilations to a neonate at: ,Below 100 heart beats a minute ,0,0,,
1434,19,Provide CPR for a neonate at: ,Below 60 beats a minute,0,0,,
1435,19,reproductive system ,the body system that is responsible for human reproduction,0,0,,
1436,19,rooting reflex ,"when you touch a hungry infant's cheek, he will turn his head toward the side touched",0,0,,
1437,19,Second stage of labor: ,Begins with the fetus entering the birth canal and ends when the baby is born ,0,0,,
1438,19,Shoulder dystocia: ,When the fetus’ head delivers but the shoulders are too large to deliver ,0,0,,
1439,19,sucking reflex ,"when you stroke a hungry infant's lips, he will start sucking",0,0,,
1440,19,Suction order for an newborn: ,Mouth then Nose;  Remember: (M comes before N) ,0,0,,
1441,19,Supine hypotensive syndrome: ,"Inadequate return of the venous blood to the heart, reducing cardiac output, and lowering blood pressure resulting from the pressure put on the inferior venea cava by the uterus and fetus when a pregnant patient lays supine",0,0,,
1442,19,temperament ,the infant's reaction to his environment,0,0,,
1443,19,The butt or feet of a baby presents first ,Breech presentation,0,0,,
1444,19,The difference between eclampsia and preeclampsia: ,Seizures ,0,0,,
1445,19,The normal headfirst delivery of a baby is called a: ,Cephalic presentation,0,0,,
1446,19,Third stage of labor: ,"Begins after the baby is born, and ends with the expulsion of all the other tissue, umbilical cord, and placenta",0,0,,
1447,19,Time of contractions starts at: ,Beginning of the contraction until the uterus relaxes,0,0,,
1448,19,Timing of the interval of contractions:,Start of one contraction until the start of the next one,0,0,,
1449,19,Umbilical cord: ,The cord that connects the placenta to the fetus ,0,0,,
1450,19,uterus ,female organ of reproduction used to house the developing fetus,0,0,,
1451,19,Uterus: ,The female reproductive organ in which the baby grows and develops ,0,0,,
1452,19,vagina ,the female organ of reproduction used for both sexual intercourse and as an exit from the uterus for the fetus,0,0,,
1453,19,What is a very late sign of an ectopic pregnancy? ,Low BP,0,0,,
1454,20,A bruise on the abdomen should make you suspect:,Possible injury to the abdominal organs,0,0,,
1455,20,A bruise on the head or neck should make you suspect:,Injury to the cervical spine or brain. Especially if the patient is on a blood thinner. ,0,0,,
1456,20,A bruise on the trunk or signs of damage to the ribs or sternum should make you suspect:,Chest wall injury or bruises to the lungs or heart. ,0,0,,
1457,20,A substitute for a true tourniquet is:,A blood pressure cuff inflated to above 150 mmHg,0,0,,
1458,20,A superficial burn: ,A burn that only affects the epidermis; also called a first-degree burn ,0,0,,
1459,20,abrasion ,"an open injury to the outermost layer of the skin (epidermis) caused by a scraping away, rubbing, or shearing away of the tissue",0,0,,
1460,20,Abrasion: ,"An open soft tissue injury resulting from a scraping force, where the epidermis is damaged",0,0,,
1461,20,acceleration/deceleration injury ,"a head injury typical of a car crash in which the head comes to a sudden stop, but the brain continues to move back and forth inside the soul, resulting in bruising to the brain",0,0,,
1462,20,After controlling bleeding with a pressure dressing in an extremity you should: ,"Check for distal circulation, sensation, and movement. ",0,0,,
1463,20,Air embolism: ,An air bubble that enters the bloodstream and obstructs a blood vessel,0,0,,
1464,20,amputation ,"an open injury caused by the ripping or tearing away of a limb, body part, organ",0,0,,
1465,20,Amputation: ,The removal of an appendage from the body ,0,0,,
1466,20,Anaphylactic shock: ,"A severe allergic reaction that changes the permeability of the cells, resulting in large fluid loss and hypoperfusion to the tissues",0,0,,
1467,20,Angulated injury: ,Any injury that is deformed at the site ,0,0,,
1468,20,anterior cord syndrome ,loss of most function below the site of injury to the anterior portion of the spinal cord,0,0,,
1469,20,Anterior cord syndrome: ,"Loss of most function below the site of an anterior cord injury;  a patient will lose motor function, but will be able to feel light touch ",0,0,,
1470,20,anterograde amnesia ,inability to remember circumstances after an incident,0,0,,
1471,20,Anterograde amnesia: ,Inability to remember events or circumstances after an incident,0,0,,
1472,20,Appendicular skeleton: ,"The pelvis, legs, arms, clavicles and shoulder blades ",0,0,,
1473,20,Applying a cold pack to help control bleeding you should:,Wrap in a towel and leave in place for less than 20 mins.,0,0,,
1474,20,avulsion ,an open injury characterized by a loose flap of skin and soft tissue that has been torn loose or pulled completely off,0,0,,
1475,20,Avulsion: ,A flap of skin that is torn or pulled loose,0,0,,
1476,20,Axial skeleton: ,"Head, spine and thorax, not the pelvis",0,0,,
1477,20,bandage ,any material used to secure a dressing in place,0,0,,
1478,20,battle sign ,discoloration of the mastoid suggesting basilar skull fracture,0,0,,
1479,20,Battle’s Sign: ,"A discoloration or bruising behind the ears, indicating a fracture to the base of the skull",0,0,,
1480,20,Blood loss and mental status: ,750 ml’s: Slightly anxious;  750 ml’s to 1500 ml’s: Mildly anxious;   1500 ml’s to 2000 ml’s: Anxious and confused;  > 2000 ml’s: Confused and lethargic,0,0,,
1481,20,Blood loss percentages: ,750 ml’s: 15 %;  750 ml’s to 1500 ml’s: 15 % - 30 %;  1500 ml’s to 2000 ml’s: 30% - 40%;  > 2000 ml’s: > 40%,0,0,,
1482,20,Blood loss that can result from a broken femur: ,600 ml’s ,0,0,,
1483,20,Blood loss that can result from a broken humerus:,75 ml’s ,0,0,,
1484,20,Blood loss that can result from a broken pelvis: ,300 to 3000 ml’s ,0,0,,
1485,20,Blood loss that can result from a broken rib: ,50 ml’s ,0,0,,
1486,20,Blood loss that can result from a broken tibia: ,225 ml’s ,0,0,,
1487,20,blunt trauma ,"a force that impacts or is applied to the body but is not sharp enough to penetrate it, such as a blow or a crushing injury",0,0,,
1488,20,brain herniation ,compression and pushing of the brain through the foramen magnum,0,0,,
1489,20,Brown,equard syndrome - loss of different functions on opposite sides of the body from injury to one side of the spinal cord,0,0,,
1490,20,Brown-Sequard syndrome: ,"Loss of different functions on opposite sides of the body from injury to one side of the spinal cord;  a patient could lose pain sensation on one side, but motor function on the other ",0,0,,
1491,20,burn sheet ,"commercially prepared sterile, particle-free, disposable sheet used to cover the entire body in severe burn injuries",0,0,,
1492,20,burn shock ,a form of nonhemorrhagic hypovolemic shock resulting from a burn injury,0,0,,
1493,20,Cardiac contusion: ,"A cardiac injury following severe blunt trauma to the chest in which the heart is violently compressed between the sternum and the spinal column, causing a bruise to the heart wall and resulting in decreased myocardial contractility and function",0,0,,
1494,20,Cardiac muscle is: ,"Striated, involuntary, and only found in the heart",0,0,,
1495,20,Cardiac Tamponade,"An injury to the heart that causes blood to flow into the surrounding pericardial sac, causing the heart to struggle to fill up with blood and narrowing blood pressure readings",0,0,,
1496,20,Cardiogenic shock: ,"Inadequate heart function caused by a problem with the electrical system of the heart, resulting in hypoperfusion to tissues and shock",0,0,,
1497,20,cavitation ,a cavity formed by a pressure wave resulting from the kinetic energy of a bullet traveling through body tissue,0,0,,
1498,20,Cavitation: ,The cavity formed by a pressure wave resulting from the kinetic energy of a bullet traveling through body tissue; also called a pathway extension,0,0,,
1499,20,central cord syndrome ,loss of function in upper extremities caused by injury to the middle portion of the spinal cord,0,0,,
1500,20,Central cord syndrome: ,"Loss of function in upper extremities from central cord injury; usually seen in elderly patients and would be the opposite of what to expect with a severing of the spinal cord, since the deficits are typically above the injury site",0,0,,
1501,20,Central nervous system consists of: ,The brain and the spinal cord ,0,0,,
1502,20,circumferential burn ,burn that encircles a body area,0,0,,
1503,20,Circumferential burn: ,A burn that completely encircles a portion of the body;  could be on the thorax or an arm ,0,0,,
1504,20,closed injury ,any injury in which there is no break in the continuity of the skin,0,0,,
1505,20,Closed injury: ,Any injury that does not break the continuity of the skin ,0,0,,
1506,20,Comminuted fracture: ,"Involves multiple breaks, creating bone fragments",0,0,,
1507,20,Commotio cordis: ,Cardiac arrest that is precipitated by a sudden strike to the anterior chest ,0,0,,
1508,20,compartment syndrome ,"a condition in which increased tissue pressure in a confined space causes decreased blood flow, leading to hypoxia and possible muscle, nerve, and vessel impairment, which may be permanent if the cells die",0,0,,
1509,20,Compartment syndrome: ,"When tissue pressure in a confined space increases enough to cause decreased blood flow, leading to hypoxia and possible muscle, nerve, and vessel impairment",0,0,,
1510,20,complete spinal cord injury ,"injury to the spinal cord that results in a complete loss of motor, sensory, and autonomic function below the level of injury",0,0,,
1511,20,complex access ,a way to gain access to a patient that requires the use of tools and specialized equipment,0,0,,
1512,20,concussion ,mild injury that causes temporary loss of brain function,0,0,,
1513,20,conduction ,transfer of heat through direct physical touch with nearby objects,0,0,,
1514,20,Consensual reflex: ,The same or similar reactions of the unstimulated pupil when the other pupil is stimulated;  an example would be if both pupils constricted when one pupil was shown a light ,0,0,,
1515,20,Controlling Epistaxis,"When controlling a nose bleed the patient should lean forward allowing any blood to drain out their mouth and nose, apply direct pressure by pinching the nostrils and keeping the patient calm. ",0,0,,
1516,20,contusion ,"a closed injury to the cells and blood vessels contained within the dermis that is characterized by discoloration, swelling, and pain",0,0,,
1517,20,Contusion: ,"A type of closed soft tissue injury resulting in the breakage of many capillaries, leaving behind a bruise",0,0,,
1518,20,convention ,loss of body heat to the atmosphere when air passes over the body,0,0,,
1519,20,coup/contrecoup injury ,a brain injury in which there may be damage at the point of a blow to the head and/or damage on the side opposite the blow as the brain is propelled against the opposite side of the skull,0,0,,
1520,20,crepitus ,the sound or feel of broken fragments of bone grinding against each other,0,0,,
1521,20,Crepitus: ,The sound and/or feel of broken bone fragments grinding and rubbing against each other ,0,0,,
1522,20,Critical burn criteria: ,"Full and partial thickness burns involving face, hands, feet, and genitalia.   Circumferential burns of the fingers, arms, legs, toes, or chest.  Associated respiratory injury or painful, swollen, deformed extremity.  Full thickness burns over 10% of the body.  Partial thickness burns over 30% of the body.  Any moderate burn in an infant or child.  ",0,0,,
1523,20,crush injury ,an open or closed injury in which high-pressure forces cause serious damage to underlying soft tissues with internal bleeding resulting in possible hemorrhagic shock,0,0,,
1524,20,Crush injury: ,An open or closed soft tissue injury resulting from blunt force trauma ,0,0,,
1525,20,Cushing reflex: ,"Syndrome of increased systolic pressure, decreased heart rate, and a changing respiratory pattern;  an indication of a severe head injury ",0,0,,
1526,20,Diplopia: ,Fancy word for double vision,0,0,,
1527,20,direct force ,direct blow,0,0,,
1528,20,Direct injury: ,Any injury that results from a force that comes into direct contact with an area of the body,0,0,,
1529,20,Ecchymosis:,The black and blue discoloration resulting from capillary breaks underneath the skin ,0,0,,
1530,20,Epidural hematoma: ,"Bleeding between the dura mater and the skull. Signs and symptoms: loss of responsiveness followed by return of responsiveness, and then a rapid deterioration again;  decreasing mental status; severe headache; seizures; vomiting; abnormal breathing pattern; posturing ",0,0,,
1531,20,Epistaxis: ,Bleeding from the nose ,0,0,,
1532,20,Eschar: ,"The hard, tough, leathery, dead soft tissue formed as a result of a third degree burn ",0,0,,
1533,20,Evisceration: ,An open wound in the abdomen through which organs are protruding ,0,0,,
1534,20,Extension posturing: ,"A posture in which the patient arches the back and extends the arms straight out parallel to the body, a sign of a serious head injury;  also called decerebrate posturing ",0,0,,
1535,20,Flail segment: ,Two or more adjacent ribs that are fractured in two or more places;  will cause the segment to move in the opposite direction of the rest of the chest wall ,0,0,,
1536,20,Flexion posturing: ,A position in which the patient will arch the back and flex the arms inward toward the chest;  a significant indication of a serious head injury;  also called decorticate posturing,0,0,,
1537,20,Full-thickness burn: ,A burn that affects all three layers of the skin;  also known as a third degree burn. ,0,0,,
1538,20,Greenstick fracture: ,"An incomplete fracture in children where the bone is bent, but not broken completely ",0,0,,
1539,20,Hematoma: ,A closed soft tissue injury produced by an accumulation of blood under the skin ,0,0,,
1540,20,Hemoptysis:,The coughing up of blood or blood-stained sputum  ,0,0,,
